"Date","Open","High","Low","Close","Volume","Market Cap"
"05-11-2018",0.240807,0.246755,0.239831,0.246529,54187000,4734529558
"04-11-2018",0.235788,0.244596,0.234853,0.241638,57585400,4539255533
"03-11-2018",0.234098,0.239844,0.232162,0.235706,50502800,4539255533
"02-11-2018",0.223014,0.236297,0.223014,0.234244,50452100,4160972341
"01-11-2018",0.22436,0.24053,0.22251,0.222945,38696300,4160972341
"31-10-2018",0.226218,0.227941,0.217748,0.223471,42791700,4160972341
"30-10-2018",0.2222,0.226328,0.221782,0.225093,43111300,4350105142
"29-10-2018",0.231678,0.232719,0.221143,0.222357,45544800,4160850903
"28-10-2018",0.229188,0.23408,0.227392,0.232871,39381600,4345794419
"27-10-2018",0.233858,0.235208,0.2282,0.22876,38499600,4345794419
"26-10-2018",0.235332,0.236927,0.230687,0.234011,35741700,4345794419
"25-10-2018",0.237535,0.239069,0.233741,0.235646,39745700,4534742002
"24-10-2018",0.241749,0.244423,0.236891,0.23776,39973400,4534742002
"23-10-2018",0.242491,0.246983,0.239368,0.242215,39384600,4534742002
"22-10-2018",0.240374,0.244095,0.238244,0.242361,40765500,4534417629
"21-10-2018",0.243722,0.248253,0.23973,0.241724,46623600,4534417521
"20-10-2018",0.245219,0.249199,0.240961,0.244182,60012800,4534417641
"19-10-2018",0.238869,0.246234,0.234606,0.242853,45872300,4534417353
"18-10-2018",0.240969,0.245978,0.232275,0.239452,59461700,4533960693
"17-10-2018",0.229563,0.243272,0.227609,0.240403,74599800,4533879070
"16-10-2018",0.222475,0.229817,0.222002,0.227978,42468100,4344967373
"15-10-2018",0.209662,0.230353,0.20793,0.223001,71749600,4155936110
"14-10-2018",0.214765,0.219311,0.208793,0.210144,36498700,3967029883
"13-10-2018",0.215589,0.219563,0.214387,0.21481,46116600,3967029810
"12-10-2018",0.206477,0.218393,0.206083,0.216032,48988300,4155935793
"11-10-2018",0.240941,0.240941,0.206578,0.207037,75872400,3967029621
"10-10-2018",0.243664,0.245796,0.238212,0.241593,40184400,4533748030
"09-10-2018",0.249569,0.250283,0.242846,0.243915,40657100,4533425710
"08-10-2018",0.243991,0.254004,0.2412,0.249009,41913600,4722156793
"07-10-2018",0.242372,0.246788,0.237606,0.245138,33460000,4701706570
"06-10-2018",0.245137,0.247914,0.238837,0.239771,34392600,4513638307
"05-10-2018",0.2435,0.24762,0.240469,0.245192,38001100,4698706570
"04-10-2018",0.240654,0.248393,0.24002,0.244278,36170200,4510108235
"03-10-2018",0.247934,0.249178,0.237829,0.241136,47661800,4509716327
"02-10-2018",0.258257,0.259782,0.248286,0.248286,50886900,4697621299
"01-10-2018",0.259081,0.263545,0.253404,0.258404,67813900,4885389146
"30-09-2018",0.254448,0.262696,0.252677,0.259599,64864600,4885388522
"29-09-2018",0.252453,0.259334,0.245518,0.253908,54822100,4697488064
"28-09-2018",0.259997,0.262948,0.249273,0.254127,63003000,4697487939
"27-09-2018",0.243985,0.264678,0.243985,0.259216,99370800,4885386754
"26-09-2018",0.250619,0.257956,0.238515,0.244767,89889500,4509587581
"25-09-2018",0.258395,0.258395,0.233449,0.252306,118361000,4697486614
"24-09-2018",0.279833,0.282503,0.254954,0.259048,135616000,4885248683
"23-09-2018",0.239433,0.300275,0.238815,0.281478,317587000,5261036666
"22-09-2018",0.248064,0.249508,0.231003,0.239225,76614200,4508499999
"21-09-2018",0.233042,0.275536,0.231694,0.249211,182926000,4696353741
"20-09-2018",0.206568,0.241435,0.205852,0.231897,89258100,4320645304
"19-09-2018",0.207512,0.211158,0.199817,0.206563,48741100,3944936659
"18-09-2018",0.196495,0.214757,0.194385,0.208417,55982400,3944766125
"17-09-2018",0.206108,0.208782,0.19563,0.196827,42653700,3756815315
"16-09-2018",0.203086,0.208485,0.199028,0.20651,41913100,3944654905
"15-09-2018",0.201211,0.205633,0.200511,0.203202,37685700,3756814165
"14-09-2018",0.206978,0.209517,0.198855,0.201743,49018400,3756813505
"13-09-2018",0.197915,0.211132,0.197915,0.207806,68042900,3944653467
"12-09-2018",0.201214,0.207005,0.186384,0.198293,81499500,3756761925
"11-09-2018",0.19148,0.206932,0.185084,0.201071,77490400,3756761205
"10-09-2018",0.191119,0.195371,0.188329,0.190839,51759700,3568823892
"09-09-2018",0.194291,0.202852,0.190194,0.192781,54678800,3568822125
"08-09-2018",0.207994,0.211684,0.19317,0.194437,52306100,3568821669
"07-09-2018",0.206841,0.211473,0.200723,0.207662,60828100,3944486100
"06-09-2018",0.205908,0.207484,0.195504,0.207484,71466100,3944485239
"05-09-2018",0.231953,0.233226,0.207437,0.207437,69435700,3942483371
"04-09-2018",0.221801,0.237544,0.22012,0.231268,52972600,4317956115
"03-09-2018",0.224672,0.232219,0.219134,0.225325,47867700,4317870818
"02-09-2018",0.229713,0.236545,0.221468,0.224744,44368300,4130136380
"01-09-2018",0.222309,0.233377,0.221976,0.229722,57559200,4317868886
"31-08-2018",0.221804,0.223162,0.214964,0.222076,49383600,4130133311
"30-08-2018",0.226858,0.229215,0.213161,0.220902,52981700,4130130803
"29-08-2018",0.234244,0.236947,0.223817,0.226211,59888100,4317862366
"28-08-2018",0.224904,0.236806,0.223158,0.234745,66510100,4317861118
"27-08-2018",0.213918,0.225866,0.213592,0.225437,50597200,4317777302
"26-08-2018",0.223861,0.223861,0.210491,0.21484,41019000,3942317230
"25-08-2018",0.221346,0.225616,0.21394,0.217795,37623300,4130046523
"24-08-2018",0.214871,0.22547,0.211178,0.219806,46565700,4130046391
"23-08-2018",0.213642,0.222162,0.206242,0.222162,50407300,4130045566
"22-08-2018",0.219224,0.238291,0.205148,0.206896,57593700,3942315624
"21-08-2018",0.217877,0.227195,0.210588,0.214708,57619800,3942314836
"20-08-2018",0.23002,0.235864,0.213588,0.216457,56916000,4129965272
"19-08-2018",0.223625,0.23174,0.217247,0.222723,58941500,4129786287
"18-08-2018",0.239124,0.24527,0.2206,0.224235,73536300,4129786254
"17-08-2018",0.215555,0.239695,0.215364,0.23812,85576200,4505221116
"16-08-2018",0.215885,0.221991,0.209144,0.216032,66979600,4129785594
"15-08-2018",0.218285,0.231441,0.216437,0.216954,98247500,4129784901
"14-08-2018",0.222632,0.222632,0.200299,0.216706,95074200,4129783845
"13-08-2018",0.2234,0.243137,0.219708,0.223559,100249000,4129709167
"12-08-2018",0.218225,0.228675,0.216451,0.223601,69114300,4129708837
"11-08-2018",0.224944,0.22508,0.202855,0.217665,87523800,4129708771
"10-08-2018",0.221085,0.236659,0.215707,0.22543,110186000,4317422806
"09-08-2018",0.201653,0.225776,0.198731,0.221435,75813300,4129708463
"08-08-2018",0.230009,0.230009,0.195939,0.201351,68469800,3754280421
"07-08-2018",0.234099,0.245397,0.228993,0.230672,64467600,4317235915
"06-08-2018",0.245017,0.248388,0.232036,0.234705,52688700,4317160179
"05-08-2018",0.241105,0.246923,0.236088,0.244218,50833600,4504862723
"04-08-2018",0.257761,0.261043,0.236501,0.240724,62650500,4504862723
"03-08-2018",0.261763,0.268918,0.246723,0.258956,78914000,4880268132
"02-08-2018",0.276901,0.2814,0.261192,0.261192,64773900,4880268054
"01-08-2018",0.278127,0.282404,0.265441,0.276268,78075400,5255673205
"31-07-2018",0.295472,0.295472,0.267827,0.278009,90072600,5255671637
"30-07-2018",0.308645,0.308645,0.281066,0.295923,87990000,5630979654
"29-07-2018",0.316401,0.318472,0.305141,0.308399,69073696,5817903790
"28-07-2018",0.317788,0.323001,0.31102,0.315229,72393904,6005578153
"27-07-2018",0.308283,0.322608,0.296822,0.316882,109249000,6005578057
"26-07-2018",0.332303,0.348363,0.29846,0.309552,173806000,5817883252
"25-07-2018",0.297336,0.348664,0.294358,0.331706,180428000,6193213481
"24-07-2018",0.284922,0.304381,0.280882,0.301456,107505000,5630189739
"23-07-2018",0.283119,0.29884,0.281608,0.284384,91948800,5254751515
"22-07-2018",0.290739,0.30446,0.281031,0.283534,98754600,5254685652
"21-07-2018",0.27038,0.294494,0.259513,0.292259,103169000,5442352866
"20-07-2018",0.302421,0.303164,0.267198,0.271492,132780000,5067017983
"19-07-2018",0.296818,0.316271,0.280489,0.302513,190768000,5629996866
"18-07-2018",0.253249,0.318009,0.251712,0.2984,238660000,5629980126
"17-07-2018",0.238004,0.253499,0.228724,0.252967,60804000,4691632743
"16-07-2018",0.219478,0.237928,0.21746,0.237928,51377800,4503877900
"15-07-2018",0.208031,0.222303,0.205996,0.219871,51388000,4128544248
"14-07-2018",0.203789,0.211421,0.197084,0.207877,43684700,3940883146
"13-07-2018",0.185986,0.204272,0.183816,0.204272,49954700,3753222043
"12-07-2018",0.190298,0.19043,0.179743,0.185719,35633800,3565551346
"11-07-2018",0.191825,0.194245,0.18468,0.189504,33530700,3565539348
"10-07-2018",0.206595,0.207311,0.191603,0.191889,36923400,3565528290
"09-07-2018",0.210637,0.213485,0.206826,0.207929,38649000,3940760500
"08-07-2018",0.208953,0.216208,0.207633,0.209783,40958600,3940745758
"07-07-2018",0.206104,0.209379,0.200413,0.20845,36238600,3940745758
"06-07-2018",0.203001,0.209693,0.198991,0.206381,37627900,3940745758
"05-07-2018",0.210213,0.214188,0.199528,0.202978,37009800,3752180213
"04-07-2018",0.205776,0.216548,0.203362,0.209735,33301500,3939783239
"03-07-2018",0.211672,0.218992,0.204606,0.206315,49012200,3939782735
"02-07-2018",0.200196,0.21382,0.192646,0.213151,49362900,3939703065
"01-07-2018",0.19285,0.20131,0.190414,0.198573,41380400,3752087837
"30-06-2018",0.186915,0.199292,0.186915,0.193425,47083800,3564483388
"29-06-2018",0.179309,0.187823,0.173148,0.18671,39542800,3564483274
"28-06-2018",0.18875,0.192287,0.177071,0.178951,32294900,3376861395
"27-06-2018",0.184523,0.193435,0.183107,0.189633,34514300,3564445512
"26-06-2018",0.196489,0.197847,0.184877,0.186484,31190300,3564433276
"25-06-2018",0.193652,0.200452,0.188813,0.197753,38729400,3751943832
