Date,Open,High,Low,Close,Volume,Market Cap
11/5/18,111.98,112.89,109.5,111.34,14464400,1842495346
11/4/18,106.88,112.07,105.61,111.8,14673200,1849639813
11/3/18,105.77,107.39,104.89,106.87,10283100,1767794070
11/2/18,103.85,106.06,103.57,105.78,11916800,1717829905
11/1/18,104.04,105.56,102.81,103.88,10160300,1717803033
10/31/18,102.73,104.97,102.29,103.83,13314200,1716682801
10/30/18,101.45,102.74,101.04,102.55,15187300,1695263677
10/29/18,104.64,104.9,100.81,101.49,13488400,1677467227
10/28/18,104.14,106.58,102.12,104.98,19928900,1734870739
10/27/18,104.91,105.04,103.78,103.9,16064700,1716756671
10/26/18,106.22,106.66,104.78,105.02,14102000,1734978826
10/25/18,106.96,106.96,105.09,106.32,12371700,1756176716
10/24/18,108.08,109.09,106.56,106.95,11786500,1766289605
10/23/18,105.48,109.75,105.47,108.44,20239100,1790606440
10/22/18,105,106.05,104.05,105.46,15874800,1741135856
10/21/18,103.84,106.14,103.43,105.1,13189200,1734894272
10/20/18,103.76,104.72,103.36,103.78,14535300,1712027033
10/19/18,102.91,104.66,102.63,103.72,18523600,1711037231
10/18/18,105.54,106.62,102.08,102.91,23064100,1697674908
10/17/18,107.65,107.83,104.69,105.36,22030600,1738091812
10/16/18,107.2,108.33,105.92,107.39,19815100,1771327518
10/15/18,100.84,111.27,99.31,107.11,35911700,1766429367
10/14/18,102.15,103.35,100.81,100.91,13930300,1663911807
10/13/18,100.68,102.99,100.68,102.14,12537800,1683917815
10/12/18,100.07,103.64,99.68,100.71,14421900,1660076282
10/11/18,113.58,114.17,100.38,100.38,24185900,1654351193
10/10/18,113.59,113.67,111.03,113.46,164644000,1869605739
10/9/18,114.37,114.93,112.84,113.67,36076800,1872766336
10/8/18,113.57,116.27,112.72,114.28,107293000,1882514118
10/7/18,115.24,115.33,112.63,113.72,25004000,1872987309
10/6/18,114.92,115.3,113.41,115.07,22917000,1894916045
10/5/18,114.47,115.1,113.62,114.88,20766400,1891474368
10/4/18,114.74,116.26,113.45,114.53,25737300,1885377235
10/3/18,116.79,117.6,112.11,114.69,24600100,1887545904
10/2/18,114.4,119.82,112.81,116.83,31906300,1922628862
10/1/18,115.67,117.01,113.11,114.52,20659400,1884283475
9/30/18,114.89,116.72,114.08,116.26,26235500,1912622490
9/29/18,117,117.04,112.46,114.86,34176800,1889265710
9/28/18,119.35,121.55,115.9,117.06,35421800,1925125435
9/27/18,115.12,121.08,113.88,119.25,38769800,1960811195
9/26/18,116.45,117.58,113.2,115.59,29067600,1900313825
9/25/18,115.4,116.4,111.93,116.4,30107600,1913317851
9/24/18,122.34,123.23,115.13,115.48,32909400,1897872569
9/23/18,122.27,127.71,120.82,122.5,53467200,2012898001
9/22/18,123.54,125.21,118,122.22,29282500,2007791628
9/21/18,116.13,124.24,115.77,123.74,46774300,2032580664
9/20/18,109.53,116.3,109.53,116.28,37921600,1909731682
9/19/18,112.49,112.93,106.06,109.51,35204700,1798242288
9/18/18,106.61,113,104.58,112.45,35111400,1846199440
9/17/18,117.5,120.21,107.19,107.19,40377800,1759546318
9/16/18,118.77,118.77,113.78,117.04,34245700,1920896746
9/15/18,116.72,122.22,116.38,119.4,38659300,1959301125
9/14/18,112.13,117.37,109.85,116.97,43837300,1919106202
9/13/18,104.6,116.13,104.6,112.03,42702500,1837906503
9/12/18,105.85,106.01,97.58,104.32,37938300,1710966534
9/11/18,106,109.2,102.17,105.64,32241000,1732320755
9/10/18,105.97,109.15,104.46,105.64,33801900,1732012410
9/9/18,104.29,110.73,101.46,106.22,38884300,1741239824
9/8/18,111.89,114.94,102.17,104.33,29966300,1709957365
9/7/18,117.2,119.75,110.97,111.88,34706300,1833388778
9/6/18,115.55,117.97,108.82,117.49,47806200,1924973099
9/5/18,137.88,140.1,115.06,115.06,54877800,1884835802
9/4/18,135.14,139.79,134.86,137.95,52929600,2259405325
9/3/18,120.11,135.58,119.27,135.56,53805800,2219719888
9/2/18,120.99,124.92,116.67,120.5,35711900,1972912909
9/1/18,116.28,124.19,115.58,120.97,52810000,1980274872
8/31/18,103.2,117.49,102.98,116.66,57364500,1909373563
8/30/18,103.7,105.99,97.17,102.81,35257200,1682399333
8/29/18,107.63,108.13,101.34,103.55,19745900,1694202196
8/28/18,104.54,107.75,102.59,107.52,22513800,1758850598
8/27/18,95.27,104.63,93.55,104.53,28849600,1709634586
8/26/18,92.8,95.3,91.3,95.3,46481300,1558403784
8/25/18,93.66,96.33,92.1,92.54,17631600,1512992091
8/24/18,90.2,94.27,88.63,93.76,29263100,1532673687
8/23/18,89.87,91.38,88.9,90.06,19364700,1471929301
8/22/18,94.95,98.56,88.33,90.08,21752000,1472004212
8/21/18,93.2,96.51,92.25,94.92,21602300,1550815798
8/20/18,98.4,102.05,93.37,93.37,22207700,1525223825
8/19/18,98.21,98.86,95,98.42,17273400,1607423850
8/18/18,99.41,104.9,95.1,98.17,29601700,1603056752
8/17/18,91.01,101.16,90.83,99.2,25798500,1619585014
8/16/18,89.35,92.65,88.95,91.08,20515800,1486749514
8/15/18,84.59,94.02,84.59,89.55,23635100,1461520481
8/14/18,88.03,88.03,79.24,84.18,31742700,1369331281
8/13/18,93.18,97.4,88.13,88.24,25503900,1435374106
8/12/18,93.49,95.62,92.15,93.21,18323700,1516219633
8/11/18,92.18,96.99,88.09,93.62,30488100,1522888982
8/10/18,100.47,101.16,90.82,91.72,23751500,1491982241
8/9/18,94.72,101.94,94.72,100.53,24062700,1635291918
8/8/18,108.04,108.04,93.4,94.53,31289400,1537691684
8/7/18,114.09,117.8,108.04,108.04,24304400,1757454877
8/6/18,117.48,119.88,112.68,113.55,21437100,1846921758
8/5/18,114.06,117.68,111.99,117.27,20136800,1907596570
8/4/18,120.16,121.03,113.46,113.99,19018600,1854241776
8/3/18,122.55,122.55,115.45,120.02,22482600,1952330011
